Date,Sample ID,Sample Type,Sample Name,Cultivator Batch ID,Client/Company,Cultivar Name/Lineage,Norbaeocystin (Wt %),Norbaeocystin (mg/g),5-hydroxytryptophan (Wt %),5-hydroxytryptophan (mg/g),Baeocystin (Wt %),Baeocystin (mg/g),Aeruganascin (Wt %),Aeruganascin (mg/g),Serotonin (Wt %),Serotonin (mg/g),Psilocybin (Wt %),Psilocybin (mg/g),Adenosine (Wt %),Adenosine (mg/g),Bufotenin (Wt %),Bufotenin (mg/g),Norpsilocin (Wt %),Norpsilocin (mg/g),Tryptophan (Wt %),Tryptophan (mg/g),4-hydroxytryptamine (Wt %),4-hydroxytryptamine (mg/g),Psilocin (Wt %),Psilocin (mg/g),4-hydroxy TMT (Wt %),4-hydroxy TMT (mg/g),Tryptamine (Wt %),Tryptamine (mg/g),N NMT (Wt %),N NMT (mg/g),N-N DMT (Wt %),N-N DMT (mg/g),4-acetoxy DMT (Wt %),4-acetoxy DMT (mg/g),5-methoxy NMT (Wt %),5-methoxy NMT (mg/g),5-methoxy DMT (Wt %),5-methoxy DMT (mg/g),Total Hydroxy Tryptamines (mg/g),Total Phosphate Tryptamines (mg/g),Total Tryptamines+Nucleosides (Wt %),Total All Actives (mg/g),Mass (g),Extraction  Volume (mL),Dilution Factor,Liquid Density (g/mL),Number of Servings,Mass of Edible Serving (g),Mass of Edible Package (g),Batch ID,Raw Norbaeocystin (ug/mL),Raw 5-hydroxytryptamine (ug/mL),Raw Baeocystin (ug/mL),Raw Aeruginascin (ug/mL),Raw Serotonin (ug/mL),Raw Psilocybin (ug/mL),Raw Adenosine (ug/mL),Raw 4-hydroxytryptamine (ug/mL),Raw Tryptophan (ug/mL),Raw Bufotenin (ug/mL),Raw Cordycepin (ug/mL),Raw Norpsilocin (ug/mL),Raw Psilocin (ug/mL),Raw Tryptamine (ug/mL),Raw Trimethyltryptamine (ug/mL),Raw Mescaline (ug/mL),Raw 4-Hydroxy MET (ug/mL),Raw N-NMT (ug/mL),Raw N-N-DMT (ug/mL),Raw 5-Methoxy NMT (ug/mL),Raw 5-Methoxy DMT (ug/mL),Raw 4-acetoxy DMT (ug/mL),Sample Prep Notes,LCMS vs. HPLC,Norbaeocystin (mg/mL),5-hydroxytryptophan (mg/mL),Baeocystin (mg/mL),Aeruganascin (mg/mL),Serotonin (mg/mL),Psilocybin (mg/mL),Adenosine (mg/mL),Bufotenin (mg/mL),Tryptophan (mg/mL),4-hydroxytryptamine (mg/mL),Norpsilocin (mg/mL),Psilocin (mg/mL),4-hydroxy TMT (mg/mL),Tryptamine (mg/mL),N NMT (mg/mL),N-N DMT (mg/mL),5-methoxy DMT (mg/mL),4-acetoxy DMT (mg/mL),Total Tryptamines+Nucleosides(mg/mL),Total All Analytes (mg/mL),,Norbaeocystin (mg/sample),5-hydroxytryptophan (mg/sample),Baeocystin (mg/sample),Aeruganascin (mg/sample),Serotonin (mg/sample),Psilocybin (mg/sample),Adenosine (mg/sample),Bufotenin (mg/sample),Tryptophan (mg/sample),4-hydroxytryptamine (mg/sample),Norpsilocin (mg/sample),Psilocin (mg/sample),4-hydroxy TMT (mg/sample),Tryptamine (mg/sample),N NMT (mg/sample),N-N DMT (mg/sample),5-methoxy DMT (mg/sample),4-acetoxy DMT (mg/sample),Total Tryptamines + Nucleosides (mg/serving),Total Tryptamines + Nucleosides (mg/package),Total Analytes (mg/serving),Total All Analytes (mg/package),PsilocinEQ (mg/serving),PsilocinEQ (mg/package)
8/14/2021,1,Fruit,PEM Stems,,,Purple Mystic x PE6,0.001,0.007,,,0.006,0.0597,,,,,0.201,2.005,,,,,,,,,,,0.017,0.1672,,,,,,,,,,,,,,,0.17,2.07,0.22,2.24,1.012,15,2,,,,,,0.2509,,2.0134,,,67.6361,NT,,NT,NT,NT,NT,5.6389,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/14/2021,2,Mycellium,APE Mycellium,,,Albino Penis Envy,0.001,0.006,,,0,0.0043,,,,,0.003,0.0322,,,,,,,,,,,0.002,0.0244,,,,,,,,,,,,,,,0.02,0.04,0.01,0.07,0.064,5,2,,,,,,0.0401,,0.0275,NT,,0.2058,NT,,NT,NT,NT,NT,0.1564,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/14/2021,3,Concentrate,Sticky Goo - TW,,,Tidal Wave - Bottoms,0.001,0.014,,,0.007,0.0711,,,,,1.253,12.5301,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,12.61,1.26,12.61,0.563,15,10,,,,,,0.051,,0.267,NT,,47.0298,NT,,NT,NT,NT,NT,0,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/14/2021,4,Concentrate,Granola - TW,,,Tidal Wave - Bottoms,0.001,0.007,,,0.002,0.0163,,,,,0.21,2.1048,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,2.13,0.21,2.13,1.003,15,10,,,,,,0.0487,,0.1092,NT,,14.074,NT,,NT,NT,NT,NT,0,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/14/2021,5,Fruit,Tampensis + Blob,,,Psilcybe Tampensis ,0.001,0.008,,,0.003,0.0285,,,,,0.439,4.3869,,,,,,,,,,,0.045,0.4457,,,,,,,,,,,,,,,0.45,4.42,0.49,4.87,1.077,15,2,,,,,,0.2861,,1.0233,NT,,157.4903,NT,,NT,NT,NT,NT,15.9996,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/14/2021,6,Fruit,Yeti,,,True Albino Teacher Mutant,0.001,0.009,,,0.01,0.0982,,,,,0.487,4.8711,,,,,,,,,,,0.082,0.821,,,,,,,,,,,,,,,0.82,4.98,0.58,5.8,1.001,15,2,,,,,,0.2976,,3.2771,NT,,162.5339,NT,,NT,NT,NT,NT,27.3944,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/14/2021,7,Fruit,PEM Caps ,,,Purple Mystic x PE6,0.001,0.008,,,0.006,0.0554,,,,,0.41,4.1014,,,,,,,,,,,0.036,0.3636,,,,,,,,,,,,,,,0.36,4.17,0.45,4.53,1.034,15,2,,,,,,0.2908,,1.9089,NT,,141.3632,NT,,NT,NT,NT,NT,12.5321,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/14/2021,8,Fruit,PEM Whole Fruit,,,Purple Mystic x PE6,0,0.004,,,0.002,0.0193,,,,,0.283,2.832,,,,,,,,,,,0.021,0.2054,,,,,,,,,,,,,,,0.21,2.86,0.31,3.06,1.047,15,2,,,,,,0.1383,,0.6731,NT,,98.8373,NT,,NT,NT,NT,NT,7.1696,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/14/2021,9,Fruit,Abort Mix + Contam,,,Mix,0.001,0.011,,,0.005,0.0536,,,,,0.355,3.5484,,,,,,,,,,,0.043,0.4328,,,,,,,,,,,,,,,0.43,3.61,0.4,4.05,1.024,15,2,,,,,,0.3686,,1.8284,NT,,121.1188,NT,,NT,NT,NT,NT,14.772,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,10,Fruit,Old Infinity Powder,,,PE. TW & AG,0.002,0.02,,,0.012,0.1172,,,,,0.608,6.076,,,,,,,,,,,0.046,0.4602,,,,,,,,,,,,,,,0.46,6.21,0.67,6.67,1.021,15,2,,,,,,0.6702,,3.9873,NT,,206.7859,NT,,NT,NT,NT,NT,15.6635,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,11,Fruit,APE,,,Albino Penis Envy,0.013,0.13,,,0.071,0.7094,,,,,0.551,5.5058,,,,,,,,,,,0.21,2.0969,,,,,,,,,,,,,,,2.1,6.35,0.84,8.44,1.006,15,2,,,,,,4.3662,,23.788,NT,,184.6293,NT,,NT,NT,NT,NT,70.3162,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,12,Fruit,Maylaysian ,,,Maylaysian ,0.002,0.017,,,0.013,0.1252,,,,,0.404,4.0426,,,,,,,,,,,0.023,0.2255,,,,,,,,,,,,,,,0.23,4.19,0.44,4.41,1.015,15,2,,,,,,0.5824,,4.2368,NT,,136.7741,NT,,NT,NT,NT,NT,7.6296,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,13,Fruit,Enigma,,,Tidal Wave,0,0.005,,,0.002,0.0231,,,,,0.56,5.6037,,,,,,,,,,,0.058,0.5783,,,,,,,,,,,,,,,0.58,5.63,0.62,6.21,1,15,2,,,,,,0.153,,0.7693,NT,,186.789,NT,,NT,NT,NT,NT,19.276,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,14,Fruit,Yeti (full grind) ,,,True Albino Teacher Mutant,0,0.004,,,0.001,0.0139,,,,,0.411,4.1126,,,,,,,,,,,0.018,0.1806,,,,,,,,,,,,,,,0.18,4.13,0.43,4.31,1.007,15,2,,,,,,0.1285,,0.466,NT,,138.0447,NT,,NT,NT,NT,NT,6.0631,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,15,Fruit,Peacock ,,,Peacock ,0,0.004,,,0.003,0.0285,,,,,0.403,4.0291,,,,,,,,,,,0.016,0.1551,,,,,,,,,,,,,,,0.16,4.06,0.42,4.22,1.015,15,2,,,,,,0.1398,,0.9626,NT,,136.3177,NT,,NT,NT,NT,NT,5.248,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,16,Fruit,Infinity Fresh Powder,,,PE. TW & AG,0.001,0.007,,,0.004,0.0377,,,,,0.492,4.9241,,,,,,,,,,,0.051,0.5107,,,,,,,,,,,,,,,0.51,4.97,0.55,5.48,1.015,15,2,,,,,,0.2477,,1.2753,NT,,166.5993,NT,,NT,NT,NT,NT,17.2785,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,17,Fruit,Tidal Wave,,,Tidal Wave,0.002,0.015,,,0.017,0.1729,,,,,0.568,5.6831,,,,,,,,,,,0.102,1.0167,,,,,,,,,,,,,,,1.02,5.87,0.69,6.89,1.009,15,2,,,,,,0.5091,,5.8145,NT,,191.1423,NT,,NT,NT,NT,NT,34.1934,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,18,Fruit,ARC,,,Albino Roller Coaster,0,0.005,,,0.002,0.0229,,,,,0.387,3.8745,,,,,,,,,,,0.027,0.2679,,,,,,,,,,,,,,,0.27,3.9,0.42,4.17,0.911,15,2,,,,,,0.1441,,0.6964,NT,,117.6557,NT,,NT,NT,NT,NT,8.1355,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,19,Fruit,Malabar,,,Malabar,0.001,0.006,,,0.003,0.0269,,,,,0.373,3.7342,,,,,,,,,,,0.086,0.8554,,,,,,,,,,,,,,,0.86,3.77,0.46,4.62,1.024,15,2,,,,,,0.2094,,0.9169,NT,,127.4601,NT,,NT,NT,NT,NT,29.1991,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,20,Fruit,Infinity Blob,,,PE. TW & AG,0.002,0.017,,,0.007,0.0684,,,,,0.832,8.3185,,,,,,,,,,,0.054,0.5402,,,,,,,,,,,,,,,0.54,8.4,0.89,8.94,1.005,30,2,,,,,,0.2917,,1.1462,NT,,139.3354,NT,,NT,NT,NT,NT,9.0479,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,21,Fruit,Infinity Aborts,,,PE. TW & AG,0.001,0.007,,,0.002,0.0177,,,,,0.504,5.0444,,,,,,,,,,,0.012,0.1218,,,,,,,,,,,,,,,0.12,5.07,0.52,5.19,1.017,15,2,,,,,,0.2263,,0.5994,NT,,171.0041,NT,,NT,NT,NT,NT,4.1306,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,22,Fruit,Infinity Bottoms ,,,PE. TW & AG,0,0.002,,,0,0.0039,,,,,0.139,1.3936,,,,,,,,,,,0.016,0.1569,,,,,,,,,,,,,,,0.16,1.4,0.16,1.56,1.326,15,2,,,,,,0.0816,,0.1745,NT,,61.5976,NT,,NT,NT,NT,NT,6.9331,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,23,Fruit,Undried Infinity (1st Flush) ,,,PE. TW & AG,0,0.002,,,0,0.0045,,,,,0.059,0.585,,,,,,,,,,,0.014,0.1374,,,,,,,,,,,,,,,0.14,0.59,0.07,0.73,1.188,15,2,,,,,,0.0759,,0.1796,NT,,23.1672,NT,,NT,NT,NT,NT,5.4417,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,24,Fruit,Undried Infinity (2nd Flush) ,,,PE. TW & AG,0,0.001,,,0,0.0013,,,,,0.02,0.2037,,,,,,,,,,,0.011,0.1118,,,,,,,,,,,,,,,0.11,0.21,0.03,0.32,3.047,15,2,,,,,,0.0769,,0.1331,NT,,20.6855,NT,,NT,NT,NT,NT,11.355,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,25,Fruit,Infinity Caps,,,PE. TW & AG,0.003,0.028,,,0.016,0.1626,,,,,0.645,6.4508,,,,,,,,,,,0.038,0.3768,,,,,,,,,,,,,,,0.38,6.64,0.7,7.02,0.863,15,2,,,,,,0.8,,4.6772,NT,,185.5688,NT,,NT,NT,NT,NT,10.8383,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,26,Fruit,Infinity Stems,,,PE. TW & AG,0.001,0.012,,,0.007,0.0711,,,,,0.743,7.4303,,,,,,,,,,,0.025,0.247,,,,,,,,,,,,,,,0.25,7.51,0.78,7.76,1.01,30,2,,,,,,0.2074,,1.1971,NT,,125.0759,NT,,NT,NT,NT,NT,4.1571,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
8/17/2021,27,Concentrate,Old MeOH Extract,,,PE. TW & AG,0.002,0.016,,,0.008,0.0786,,,,,2.521,25.2108,,,,,,,,,,,0,0.0005,,,,,,,,,,,,,,,0,25.31,2.53,25.31,0.547,15,10,,,,,,0.0594,,0.2867,NT,,91.9355,NT,,NT,NT,NT,NT,0.0018,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,28,Concentrate,Granola 2 White ,,,PE. TW & AG,0,0,,,0.002,0.0214,,,,,0.283,2.8325,,,,,,,,,,,0,0.0014,,,,,,,,,,,,,,,0,2.85,0.29,2.86,0.529,30,10,,,,,,0,,0.0378,NT,,4.9946,NT,,NT,NT,NT,NT,0.0025,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,29,Concentrate,Dry Goo 1,,,PE. TW & AG,0.001,0.009,,,0.005,0.0511,,,,,0.968,9.6844,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,9.74,0.97,9.74,0.431,10,10,,,,,,0.0401,,0.2202,NT,,41.7398,NT,,NT,NT,NT,NT,0,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,30,Concentrate,Wet Goo 2,,,PE. TW & AG,0.002,0.015,,,0.015,0.1539,,,,,1.881,18.8106,,,,,,,,,,,0.013,0.1264,,,,,,,,,,,,,,,0.13,18.98,1.91,19.11,0.456,10,10,,,,,,0.0696,,0.7018,NT,,85.7762,NT,,NT,NT,NT,NT,0.5763,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,31,Concentrate,Wet Goo 3(Weak),,,PE. TW & AG,0.001,0.011,,,0.012,0.1226,,,,,1.927,19.2684,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,19.4,1.94,19.4,0.543,10,10,,,,,,0.0613,,0.6656,NT,,104.6275,NT,,NT,NT,NT,NT,0,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,32,Concentrate,Wet Goo 4(Strong),,,PE. TW & AG,0.001,0.009,,,0.014,0.137,,,,,1.932,19.3245,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,19.47,1.95,19.47,0.575,10,10,,,,,,0.0511,,0.7879,NT,,111.1157,NT,,NT,NT,NT,NT,0,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,33,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.007,,,0.005,0.047,,,,,0.38,3.7954,,,,,,,,,,,0.082,0.824,,,,,,,,,,,,,,,0.82,3.85,0.47,4.67,0.535,10,10,,,,,,0.0358,,0.2515,NT,,20.3053,NT,,NT,NT,NT,NT,4.4086,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,34,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.007,,,0.005,0.0492,,,,,0.389,3.8854,,,,,,,,,,,0.082,0.8232,,,,,,,,,,,,,,,0.82,3.94,0.48,4.76,0.545,10,10,,,,,,0.0392,,0.2679,NT,,21.1755,NT,,NT,NT,NT,NT,4.4863,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,35,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.007,,,0.005,0.0478,,,,,0.397,3.9745,,,,,,,,,,,0.088,0.8775,,,,,,,,,,,,,,,0.88,4.03,0.49,4.91,0.506,10,10,,,,,,0.0339,,0.2418,NT,,20.1108,NT,,NT,NT,NT,NT,4.44,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,36,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.008,,,0.004,0.0415,,,,,0.312,3.1187,,,,,,,,,,,0.072,0.7249,,,,,,,,,,,,,,,0.72,3.17,0.39,3.89,0.507,10,10,,,,,,0.0411,,0.2105,NT,,15.8117,NT,,NT,NT,NT,NT,3.6751,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,37,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.007,,,0.003,0.034,,,,,0.263,2.6298,,,,,,,,,,,0.062,0.6152,,,,,,,,,,,,,,,0.62,2.67,0.33,3.29,0.528,10,10,,,,,,0.0374,,0.1794,NT,,13.8851,NT,,NT,NT,NT,NT,3.2483,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,38,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.008,,,0.005,0.0478,,,,,0.343,3.4345,,,,,,,,,,,0.073,0.7252,,,,,,,,,,,,,,,0.73,3.49,0.42,4.22,0.564,10,10,,,,,,0.0449,,0.2698,NT,,19.3703,NT,,NT,NT,NT,NT,4.09,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,39,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.008,,,0.004,0.0423,,,,,0.305,3.0486,,,,,,,,,,,0.066,0.6555,,,,,,,,,,,,,,,0.66,3.1,0.38,3.75,0.513,10,10,,,,,,0.0404,,0.2172,NT,,15.6393,NT,,NT,NT,NT,NT,3.3628,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,40,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.009,,,0.005,0.0536,,,,,0.372,3.7246,,,,,,,,,,,0.079,0.7942,,,,,,,,,,,,,,,0.79,3.79,0.46,4.58,0.519,10,10,,,,,,0.0453,,0.278,NT,,19.3307,NT,,NT,NT,NT,NT,4.122,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,41,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.01,,,0.006,0.0566,,,,,0.414,4.1401,,,,,,,,,,,0.084,0.8354,,,,,,,,,,,,,,,0.84,4.21,0.5,5.04,0.514,10,10,,,,,,0.0503,,0.2911,NT,,21.2802,NT,,NT,NT,NT,NT,4.294,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,42,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.007,,,0.004,0.0384,,,,,0.287,2.8663,,,,,,,,,,,0.062,0.6228,,,,,,,,,,,,,,,0.62,2.91,0.35,3.53,0.534,10,10,,,,,,0.0394,,0.2049,NT,,15.306,NT,,NT,NT,NT,NT,3.3259,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,43,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.008,,,0.005,0.0509,,,,,0.363,3.6344,,,,,,,,,,,0.074,0.7441,,,,,,,,,,,,,,,0.74,3.69,0.44,4.44,0.537,10,10,,,,,,0.0449,,0.2733,NT,,19.5166,NT,,NT,NT,NT,NT,3.9959,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,44,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.006,,,0,0.0001,,,,,0.006,0.0557,,,,,,,,,,,0.19,1.8993,,,,,,,,,,,,,,,1.9,0.06,0.2,1.96,0.536,10,10,,,,,,0.0329,,0.0006,NT,,0.2985,NT,,NT,NT,NT,NT,10.1801,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,45,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.007,,,0,0.0011,,,,,0.007,0.0702,,,,,,,,,,,0.27,2.6966,,,,,,,,,,,,,,,2.7,0.08,0.28,2.77,0.514,10,10,,,,,,0.0362,,0.0056,NT,,0.361,NT,,NT,NT,NT,NT,13.8604,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
9/2/2021,46,Fruit-QC,PEM Powder,,,Purple Mystic x PE6,0.001,0.006,,,0,0.0004,,,,,0.006,0.0611,,,,,,,,,,,0.239,2.3949,,,,,,,,,,,,,,,2.39,0.07,0.25,2.46,0.504,10,10,,,,,,0.0327,,0.0019,NT,,0.3077,NT,,NT,NT,NT,NT,12.0704,,,,,,,,,NT,,LCMS,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
